Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Germany,DEU,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,30.99121187,31.04723427,31.3842215,31.82277751,32.27493055,32.6698868,32.6857087,33.03872665,33.38311566,33.10457318,33.08481714,33.32885867,33.65046077,34.74551001,35.56821253,35.18764187,35.80648192,36.12743244,36.26137205,36.15599033,39.55626472,38.24409449,36.37202281,35.31792882,36.32925864,36.77390527,37.45177292,38.56749311,39.73169256,39.44162437,40.33577728,42.27833895,43.64985862,44.73978388,47.00120757,49.29936306,51.04916067,52.96952736,54.63706503
Djibouti,DJI,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,79.45132033,78.87741299,78.04903251,77.09300563,76.5750776,76.65845928,76.05247794,76.93847673,76.31567765,74.60405574,74.65187765,73.40511665,72.61802509,73.56601882,73.44598833,73.18998332,72.1320553,71.71664447,71.31647238,70.57629701,78.26086957,76.59574468,76.59574468,77.08333333,76,75.92592593,76.78571429,74.13793103,74.57627119,74.19354839,73.01587302,71.875,71.875,71.875,72.30769231,71.21212121,70.76923077,69.6969697,69.6969697
Dominica,DMA,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,31.81360369,33.32744863,34.53460155,35.51923251,36.49111056,37.56560837,38.69242462,39.45179427,40.23591304,40.71086146,41.52967538,42.10986019,42.74295971,43.19443016,44.31579279,46.51910121,48.56108954,53.18329241,53.46069694,55.15801732,20,20,20,20,20,22.22222222,25,28.57142857,33.33333333,40,50,50,50,50,50,50,50,50,50
Denmark,DNK,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,78.24524602,78.13232792,78.45533963,78.4770557,78.44591378,78.49608976,78.50240908,78.41990062,78.53116745,78.06254518,77.4316079,76.52965704,75.86408923,75.81308477,74.20062007,72.89223521,71.68465693,70.37767285,69.49013549,68.94258258,77.31376975,76.83741648,76.8115942,76.83863886,76.33928571,75.85825028,75.19294377,75.55803571,76.20111732,74.71395881,75.72254335,75.70303712,76.15740741,75.78947368,76.5625,77.02702703,76.68329177,77.95765878,78.07692308
Dominican Republic,DOM,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,68.04360189,68.7589894,68.23952854,68.23722809,70.3375358,71.47241086,72.34094382,71.44929441,69.564182,69.88366172,69.90615528,67.97213472,67.72602407,68.87646021,68.13829758,67.88576798,67.58611609,70.97012548,70.42826544,71.56191537,69.23076923,66.37037037,61.53846154,59.33333333,56.01023018,58.55263158,61.91744341,64.88340192,67.98307475,65.76576577,64.61538462,65.73938507,66.28733997,65.32374101,67.11409396,65.79310345,65.57823129,67.82608696,68
Algeria,DZA,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,17.24203458,15.7679423,11.56581228,9.099723211,10.8968203,12.61755337,10.21365408,10.45626267,10.21731458,11.2594273,12.59614769,14.14910616,15.22356091,14.36686017,12.94856874,11.17580198,11.09212326,11.39925106,11.30487956,11.04420157,19.75532397,18.89692586,19.3877551,19.47483589,18.64628821,16.67315933,15.14938489,13.78205128,13.28262142,12.78600269,11.9238477,11.52737752,10.77386469,10.66666667,10.70590744,10.38880889,10.69882498,10.93427036,10.85916372
East Asia & Pacific (excluding high income),EAP,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,47.38531851,47.12063695,46.90883965,46.41685707,46.34213918,47.08017815,47.61160817,45.81465918,46.00584699,46.47245765,45.9810258,45.45656474,44.99919192,44.6677321,45.10519246,45.24970745,44.07320278,42.81701894,42.05373615
Early-demographic dividend,EAR,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,54.98021614,53.63142888,53.64982155,52.52645427,52.31922276,51.78816918,51.14571986,50.75948397,50.38028756,50.49992201,49.49248777,49.7143403,49.7109089,49.40317596,49.43689282,49.50893548,49.64755164,49.91727087,49.77319149
East Asia & Pacific,EAS,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,49.67973555,49.38504456,49.0763249,48.68677859,48.78272365,49.25801139,49.50057638,47.91231606,48.18246314,49.10596036,48.85905589,48.72144132,48.23702073,46.79855693,47.74339949,47.20983548,46.61899014,45.31981435,44.11510792
Europe & Central Asia (excluding high income),ECA,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,22.77519171,23.35589463,23.0221349,23.35707118,24.11557211,23.08567266,21.91573148,20.61678768,19.55892299,18.27644436,17.44104416,16.68340965,16.92821007,15.83966585,14.95290476,14.65300457,14.43156057,14.0648978,14.22208438
Europe & Central Asia,ECS,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,31.18889927,31.43820907,31.31657033,31.24993489,31.94421818,31.33657359,30.84904745,30.52372701,30.07382087,29.34912468,28.91634103,28.35156045,28.48212738,27.48893178,27.10302212,26.89909624,26.88015503,26.77563997,26.91310774
Ecuador,ECU,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,62.25550516,62.52040281,65.74295779,63.60917799,65.64694855,67.38306983,67.61281124,66.79221361,65.59603025,65.98344926,67.64978852,68.04758834,68.13393449,65.96368034,67.37286933,66.57107775,66.69046985,72.20475487,67.21741551,66.30454267,59.39643347,58.27679783,59.53134896,59.73317162,59.80105325,59.64306275,59.80888139,60.45627376,57.98414496,58,54.22116528,54.80446927,54.38407746,52.91622481,53.11392405,51.01419878,50.04970179,48.85,48.41427156
"Egypt, Arab Rep.",EGY,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,50.72262437,50.79965283,51.42896219,49.2307642,47.99231159,47.26196058,46.18425854,45.94016765,45.5872283,45.26578042,44.16434202,43.18201737,43.50122183,42.19366248,40.9575794,39.12608994,39.4704096,38.73662176,37.97121677,38.19639696,45.11609287,43.32730561,41.45370063,39.44358578,37.62662808,35.8526603,34.47388732,33.95136046,31.01667058,31.8399304,31.20479438,30.58433485,32.10473313,32.09925956,32.3960396,32.24852071,32.48322148,32.83054004,32.54794521
Euro area,EMU,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,53.56540123,52.5435908,51.92158174,50.99716307,50.92327228,50.76467514,51.08633086,51.64088349,51.93026795,52.18715275,52.93356556,53.11457135,53.74878874,53.67004345,54.71459819,55.38463001,56.04246247,56.85338674,57.33820264
Eritrea,ERI,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,77.57305682,77.44742394,76.8636312,76.90651132,76.23111946,75.31257756,74.89808967,74.86385091,74.46290564,74.36597618,74.42206039,73.8704051,73.6494433,73.8116231,72.37991772,72.29737802,72.82427317,71.98991146,71.50940083,71.91572198,88.61788618,85.88235294,84.26966292,79.05982906,76.11336032,75.19685039,76.4084507,77.57009346,77.74480712,77.52161383,79.26136364,78.24773414,78.52760736,79.57957958,80.29850746,81.00890208,80.36809816,81.73913043,81.79190751
Spain,ESP,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,50.43856928,51.98454347,50.84909396,54.45137175,53.92765419,54.48995335,54.67599597,54.21018229,55.2112035,54.34994973,53.99261948,52.12291758,54.34829457,52.14682016,53.45978939,52.14697159,53.30868552,52.2725906,55.21039783,53.34388333,65.00146071,64.61852068,63.25007178,62.3874528,61.8938307,61.84807256,61.79401993,62.357917,62.44780793,62.26269882,62.33308138,62.23101657,62.20915993,62.42069302,63.15660285,62.35816478,61.72069825,61.85466112,60.22871665
Estonia,EST,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,57.80654209,58.59821425,58.95000765,58.93754323,59.02676447,59.24598459,58.92179282,58.72350267,59.34282989,59.56011742,59.62001382,59.38428591,59.33607205,59.61938389,59.91206332,59.72526117,59.21723469,59.30047619,54.61093879,51.850116,77.53303965,76.78571429,78.94736842,77.56097561,72.57142857,68.42105263,63.41463415,58.75,58.44155844,57.33333333,52.08333333,50.70422535,52.11267606,51.09489051,51.44927536,53.03030303,53.07692308,53.125,53.17460317
Ethiopia,ETH,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,86.23941768,85.90544312,85.38153101,85.46100528,84.25950926,83.73558513,83.45416285,83.82950032,82.97880828,83.00302061,83.43611355,82.32919655,82.57310513,82.16779147,81.2913556,81.11127456,81.55651073,80.58327076,80.00231941,80.67250468,84.63618486,81.95595548,79.64085297,74.92252682,72.67308574,70.52678373,69.85897706,69.10405785,69.58934517,67.98390048,65.33358251,65.98529675,68.47755368,67.30546836,67.18623153,67.75152558,68.53448276,70.34812287,70.76115486
European Union,EUU,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,49.90368376,49.35234437,48.69671834,47.57515354,47.47232489,47.11773142,47.27284057,47.76947577,48.12122576,48.39001562,48.90450786,48.80019989,49.32187949,49.1555671,50.0661908,50.52477091,51.01000196,51.83740503,52.16161864
Fragile and conflict affected situations,FCS,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,45.391917,44.74710505,44.91602637,44.28636594,44.31050501,44.24682925,43.93794008,44.38759885,45.19710109,45.95289243,45.95772304,45.74902281,46.88015965,47.06785675,46.91554814,47.51193376,47.22124283,47.47200387,47.29198591
Finland,FIN,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,33.74700445,33.67970537,32.92087767,32.89911764,32.60852593,33.78366432,33.4529569,32.8751155,32.67394187,31.71992045,31.46185085,30.91880956,31.03523448,30.60378469,31.95488901,30.74251608,30.22921393,28.99957707,27.64381455,26.46648788,40.64748201,39.03030303,38.26405868,37.91411043,37.88819876,37.21227621,37.53246753,38.30911493,38.76712329,38.5915493,39.49704142,39.8782344,41.3354531,42.45439469,42.90657439,44.62659381,44.0433213,44.40298507,45.12428298
Fiji,FJI,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,83.57003111,83.11509147,83.41806941,83.26053998,83.96113743,84.34356067,83.62477302,83.24866905,82.4054136,81.98172595,82.3413955,81.84606602,81.91826218,83.37418857,82.12562047,83.40651386,82.71423277,83.5729292,83.60118775,82.85708515,81.08108108,80.26315789,79.48717949,81.70731707,81.39534884,82.02247191,80.8988764,80.8988764,80.68181818,80.23255814,79.31034483,79.54545455,78.82352941,77.64705882,76.74418605,76.74418605,77.64705882,78.82352941,78.57142857
France,FRA,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,46.1044923,47.13902825,47.79052993,49.13244301,50.56643866,50.02655667,48.79087849,47.16415813,47.20761261,47.42207751,48.86331034,50.23562237,51.99415666,52.10032416,52.20839164,52.13736637,53.10793788,52.4561278,53.37262915,53.50406274,65.0697314,63.29326612,62.46900692,61.64865217,61.75511801,61.43358005,61.88788237,62.30387555,61.82110768,61.91437803,63.85350318,63.9073729,64.06463982,63.39997204,63.76584532,64.42865429,65.19052523,66.03829161,66.47475642
Faroe Islands,FRO,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,46.61069675,45.18499494,45.67250286,45.27591097,44.89594197,44.33859672,45.27750228,45.09090202,44.45825312,43.44110754,43.16958614,42.63238524,42.13401691,42.12641196,41.84060559,41.26346868,40.85426517,40.99574636,40.67463759,40.21127721,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,74.12146086,75.21804697,76.47768994,74.40614032,72.37730206,70.14219385,55.14210803,62.93611915,62.39112971,62.2216431,62.05351793,67.69481435,67.21671907,66.73251144,66.21250761,66.38349536,66.90783892,67.16617939,67.17832129,67.13339648,,,,,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Gabon,GAB,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,3.880756391,2.819572834,2.823372725,1.3386398,1.129713939,1.064603262,1.163448493,1.334677876,1.459224756,1.528785778,1.513688296,1.474990851,1.560203891,1.69062233,1.354378605,1.369709865,2.030551834,2.419757449,2.36901895,1.959182191,8.095238095,8.333333333,8.542713568,9.32642487,9.625668449,10.40462428,8.552631579,10.29411765,11.66666667,13.46153846,14.94252874,13.79310345,15.38461538,17.0212766,20.2020202,17.5257732,19.8019802,19.60784314,21.69811321
United Kingdom,GBR,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,21.75605732,21.88093744,23.73210996,23.77773673,24.8857399,23.50251813,23.19495448,22.12949405,22.08659189,21.67668783,21.69411875,21.43174526,21.94105784,22.24425,25.41630098,23.03060863,23.55947447,23.70117943,23.70803007,24.28930088,21.24336385,21.06347269,21.11501988,21.35674505,22.57563369,22.24818695,22.47639205,22.8673182,23.57209938,24.71356964,25.69328122,26.54042103,27.05801646,28.5640389,30.0010866,31.53986749,33.05795019,34.59466232,36.89203634
Georgia,GEO,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,60.86320011,61.7790282,61.98930321,62.01857545,62.16091387,62.79554787,62.8915974,63.38888973,64.11032168,64.92789609,65.78138006,66.23832037,65.87881568,65.36466498,65.60139342,65.32690188,65.19155647,65.62939877,51.27605766,51.09151075,9.309494451,10.37140855,10.8751062,11.83673469,13.48448687,15.7967033,15.91836735,16.12466125,16.46258503,17.36770692,18.24324324,21.21684867,21.99687988,21.41802068,21.7257319,23.3937397,22.09302326,21.08843537,20.86206897
Ghana,GHA,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,53.60386555,52.85450698,53.01820096,53.36526583,48.7992845,49.35349296,49.15309418,52.70921603,49.35835901,49.62924813,52.61151875,49.52688348,49.73015262,46.78533079,46.83351237,44.69609417,44.51029058,45.10922501,42.43671288,44.39790847,60.06825939,58.88,56.49452269,53.94932936,52.06847361,50.27247956,50.90909091,47.9616307,50.27624309,45.79008074,47.406639,41.34020619,39.75903614,40.35916824,36.89227836,41.16117851,39.02439024,36.91507799,36.47058824
Gibraltar,GIB,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,56.9310704,57.179747,57.14439709,57.44117428,60.42061791,59.604597,59.20517528,57.11744275,57.17417952,55.52759585,56.30516104,58.04808796,56.36525674,56.84446516,56.65792594,55.25177506,51.18140642,50.18069421,49.54301767,49.64804996,64.4012945,64.6875,65.10574018,65.59766764,66.19915849,66.75675676,65.04178273,65.44715447,67.17363752,66.41123883,67.47868453,68.33527357,70,69.98928189,69.92561105,71.70923379,71.79980751,72.08646617,72.37921604
"Gambia, The",GMB,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,80.86423066,80.71906929,79.66121268,78.90840416,78.18335143,78.04030823,78.00581838,78.21315956,76.60686932,75.796132,76.90112136,76.4274747,76.8177999,73.38665656,71.42542372,70.67874648,70.74171073,70.61168044,70.0118647,69.1732478,12.5,12.31527094,11.75059952,10.95571096,13.35078534,15.52238806,18.81533101,21.36752137,27.95698925,37.5,59.5505618,56.47058824,54.76190476,56.52173913,57.57575758,58.82352941,57.40740741,54.95495495,57.6
Guinea-Bissau,GNB,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,82.69740615,82.50921804,82.66093447,83.53422699,83.77377705,86.23292844,87.2369124,86.98751304,84.64157562,84.80015625,85.66904116,86.60365653,89.24734424,87.87175913,86.57041638,83.16805253,82.47764966,82.07603047,81.27977996,82.17672508,79.54545455,79.54545455,79.12087912,79.34782609,78.72340426,79.16666667,78.49462366,78.02197802,77.17391304,77.77777778,78,79.8245614,80.17241379,80.17241379,78.57142857,78.37837838,79.16666667,79.33884298,78.1512605
Equatorial Guinea,GNQ,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,8.243226527,8.368115784,8.483227736,8.578299781,8.947310054,9.048975542,8.593025067,8.61548291,8.461557214,8.394203752,8.29618508,8.248499079,8.125511906,8.024458835,7.961155463,7.811306048,7.667631634,7.60080811,7.336470125,7.154059567,8.333333333,5.882352941,4.545454545,3.703703704,3.125,2.702702703,0.5347593583,0.296735905,0.205338809,0.1569858713,0.127064803,0.1023541453,0.08576329331,0.07374631268,0.06472491909,0.05767012687,0.05847953216,0.05934718101,0.06024096386
Greece,GRC,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,66.97224636,65.82019675,65.65567876,65.35269441,66.77097054,65.69302493,64.53960252,63.03795855,62.01793584,60.71104253,60.22688406,58.2795291,57.32632491,55.87974777,54.95667583,53.52906306,52.87586668,51.65448005,51.08186964,49.86910813,43.96632367,43.3427762,42.37605239,42.52553389,42.023701,42.11956522,41.81494662,42.09115282,41.14035088,41.00529101,40.90909091,43.24577861,43.25842697,42.76377218,43.11926606,42.31830727,41.95612431,42.98808433,42.71217712
Grenada,GRD,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,40.3046844,41.12224806,37.55063967,38.36308981,36.74917264,33.89322422,38.36453846,40.10509971,42.56934406,42.02393384,40.82939675,40.45807727,39.66112508,38.65616711,36.99843862,35.21758649,32.92647891,31.26401074,30.29127858,30.07295922,0.5813953488,0.5780346821,0.5714285714,0.5681818182,0.5649717514,0.5617977528,0.5555555556,0.5524861878,0.5494505495,0.5434782609,0.5405405405,0.5376344086,0.5347593583,0.5319148936,0.5263157895,0.5235602094,0.5208333333,0.518134715,0.5154639175
Greenland,GRL,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,30.97830706,30.57055631,30.65949609,20.24552657,20.14206952,18.76688986,18.04795439,13.69238165,15.72408101,16.00411053,17.07124271,18.85825448,18.86647452,17.91813901,16.81040248,16.47799395,16.23555321,16.12786024,15.86796704,15.72838457,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,63.43439328,64.69067434,65.82110202,64.93896188,62.46117642,59.64884096,55.76270574,56.95939342,57.14142872,56.79863641,63.32640338,64.43739332,61.5400347,64.1035092,62.61432406,62.25720968,60.98792425,60.77381338,60.41562409,60.19454294,58.43478261,57.81512605,58.25396825,58.73493976,56.8627451,55.85185185,53.80200861,52.55172414,50.86782377,50.44247788,49.20245399,49.52494062,49.82698962,48.07467911,47.88087056,48.9010989,48.58078603,50.15641293,50.8646999
Guam,GUM,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,33.65791028,26.78320171,25.60225091,24.1102502,20.44141075,19.49330667,14.45262544,14.32346889,13.87159906,13.60123217,12.81443052,12.74202073,11.45385121,11.69543557,11.19342699,10.39910345,9.835000828,9.486768146,9.495518892,4.162119063,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,70.19586849,77.17127886,68.99694865,75.3003684,76.48976327,75.71452189,67.28765381,77.76791677,70.76688528,63.52833743,63.54057651,64.64366452,64.88765474,60.06061319,69.59394252,63.78601098,62.75157813,55.69158657,60.91933075,59.96252637,77.77777778,82.17821782,83.17757009,84.87394958,83.89830508,86.86131387,86.13138686,86.5248227,85.49618321,86.5248227,83.33333333,84,82.45614035,84.09090909,82.6446281,82.45614035,81.08108108,81.57894737,82.92682927
High income,HIC,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,37.61468628,37.14656465,36.72435987,36.56964047,36.79278699,36.7164648,36.512986,36.63784976,37.02114374,37.99738396,38.25146619,38.73402648,39.05463796,37.43373353,38.51050352,37.90442348,38.5857498,38.72754525,37.9180924
"Hong Kong SAR, China",HKG,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Honduras,HND,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,77.75073334,76.97868068,76.73000015,76.51969568,76.79229219,76.83022084,77.17800613,76.56541232,76.20180913,74.60571507,75.59438667,76.5118098,73.80705034,78.29356578,78.34983219,77.76685628,76.58823201,75.72640738,74.73052446,74.72127549,51.12881806,50.26315789,49.1503268,45.56616644,47.08926261,44.59102902,46.48275862,47.87701318,48.97637795,48.5915493,52.18978102,52.65017668,55.0247117,58.7628866,57.69230769,58.38068182,57.04022989,56.87943262,56.88456189
Heavily indebted poor countries (HIPC),HPC,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,74.51167354,73.12071956,72.07047226,70.83452483,70.11902063,69.89979935,69.3933869,69.42587253,70.13880853,70.07780393,69.94173911,68.86621447,69.50443041,69.70369527,69.23921221,69.64677205,68.62823533,68.58074213,68.48613451
Croatia,HRV,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,60.03426002,60.87420567,59.13646133,59.03269782,59.615945,58.80592596,57.1926348,55.61661021,55.53798938,55.36744263,55.75598513,55.72974286,55.71412211,55.07131976,55.058804,52.10284712,50.65633091,50.09823152,45.8533612,43.37589147,56.93430657,56.89223058,55.91397849,54.07608696,53.67231638,51.5942029,49.41176471,49.25816024,48.50299401,49.11242604,48.18181818,47.63313609,47.05882353,45.86894587,46.84931507,46.40883978,45.98930481,44.17989418,41.6
Haiti,HTI,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,56.15504233,56.88990754,56.73408964,55.14938941,53.68553502,52.28982618,51.46392982,50.81727819,51.3439415,50.80461968,51.12727031,55.61155612,55.81197372,55.50444827,55.57914267,54.63458357,57.06587612,55.57157676,54.38795884,53.33337481,70.03257329,70.98765432,73.20441989,71.50997151,70.94017094,70.2247191,69.80609418,70.74468085,70.26315789,69.94818653,71.39364303,70.94430993,70.74340528,70.54631829,69.90521327,69.48356808,69.08665105,68.75,68.20276498
Hungary,HUN,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,56.67966743,56.80860932,57.15794757,54.13030137,53.08763979,56.95008871,53.74008667,53.85234679,52.77963423,52.9321546,51.50578609,51.50345363,55.16697068,55.29870263,54.96923094,54.03152445,52.88916434,52.65970087,51.96577664,52.19438537,42.58943782,41.78082192,40.9914204,37.4497992,34.88865323,33.59818388,33.99778516,33.81858903,33.33333333,33.97727273,32.96089385,31.79255919,31.69897377,31.00775194,32.05574913,31.50357995,31.47023086,31.28078818,31.21098627
IBRD only,IBD,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,47.9320233,47.99392292,48.30869213,48.0762174,48.35653609,48.36364748,47.83434633,47.07370795,46.89927517,46.6242723,45.97397512,45.62727156,45.4733385,44.83434762,44.73184826,44.71870049,44.03293587,43.39451321,42.86147247
IDA & IBRD total,IBT,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,50.2666086,50.19224753,50.41838406,50.11344963,50.3490856,50.44958509,50.02237106,49.51905967,49.58213839,49.48889181,48.96078546,48.53572204,48.52135646,48.04801855,47.92657603,48.02429224,47.41360505,47.0119561,46.62295035
IDA total,IDA,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,62.5639563,61.36423757,60.75993455,59.94511486,59.75117161,60.31717685,60.29327137,60.81569584,61.84822397,62.5655617,62.62794872,61.77356053,62.06302365,62.16736976,62.22775533,62.68461029,62.445732,62.95067924,63.00640349
IDA blend,IDB,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,44.560374,44.31384646,43.9544958,43.02221194,42.89635183,44.12329544,44.94642449,46.74633382,48.78794871,50.61049385,51.21764803,50.46798734,50.50717803,50.70845821,50.68590147,50.99261193,51.29482731,52.71425227,52.69492472
Indonesia,IDN,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,59.41804079,63.93527962,37.99371631,55.34395513,61.87791411,61.96080921,49.930725,35.67281032,49.91988965,41.09954657,41.83776906,45.81793891,17.47167444,34.58647538,49.5204919,48.38526502,36.44780931,25.40860807,49.62304565,47.63041429,26.17539627,25.63864683,26.57158459,25.90010505,25.46404077,26.49260715,26.7758712,26.35841416,26.8439805,26.8816531,26.22247107,26.48017903,27.40011732,27.70716657,29.05202942,29.55596022,30.50410233,31.87073713,33.16091099
IDA only,IDX,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,73.09650878,71.48831068,70.54934995,69.66714792,69.33682195,69.27912784,68.84453805,68.39275839,68.54392977,68.48465016,68.1859355,67.35771985,67.49285105,67.6705114,67.88982257,68.317573,67.87031336,67.97685735,68.03277895
Isle of Man,IMN,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,76.93750321,76.75146643,76.16484391,76.12879911,75.52238903,75.10171938,74.74160058,74.84774792,74.8890926,74.56957633,74.27147995,73.8034943,73.34965819,73.399788,72.79964334,72.68538046,71.55439662,69.93631211,68.99709487,68.09837489,83.01258752,82.78811042,82.53548593,82.31725417,82.06839493,81.25623311,80.52395049,79.72368096,79.05731954,78.31442796,77.48917749,77.07751808,76.23984119,75.98035121,75.68423135,75.66118829,75.55499175,75.56378114,75.38780844
Not classified,INX,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,81.55962792,82.30601988,82.64394837,83.82062866,83.87248225,84.4356211,83.83503844,83.32202896,83.95194995,81.77733957,81.55353045,79.45432995,78.71486914,78.22688802,78.35811181,78.2490074,77.77598711,77.31488963,77.79568375,77.81926069,86.41655886,86.28571429,86.39240506,86.31512869,86.34085213,86.38351031,87.1875,89.0625,89.04443092,89.50242718,89.80553919,89.3255132,88.96755162,85.55936073,90.41013269,91.30434783,91.15815691,93.57142857,94.4591029
"Iran, Islamic Rep.",IRN,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,23.89579673,21.95014011,20.35733975,18.77266753,18.88048987,20.73082535,18.6953264,19.4398375,20.63294539,27.38325762,37.44456966,40.09010932,30.59914185,31.30235775,38.33787333,40.29194579,42.33517494,40.60736336,40.00498642,42.14053113,34.36696658,32.97519355,33.79476377,33.1720903,32.61986301,31.45915188,30.66049859,29.41393745,28.7893008,27.3036768,25.66420461,23.85093168,22.08211144,20.94308344,20.0191321,19.23931835,18.41775129,17.63516549,15.33011978
Iraq,IRQ,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,22.54773065,20.79392554,20.93773255,17.10633764,15.26056954,13.45648342,12.14978945,13.72736999,12.67361759,10.52047204,12.81417015,22.69405287,21.91523876,21.73045418,18.76189526,15.77364566,13.71015337,14.15085856,13.12285464,13.07832746,40.99895942,33.21637427,36.35359116,40.10309278,40.54878049,39.04958678,32.79569892,34.03403403,33.96764986,32.24907063,30.85972851,30.07181329,30.1754386,25.02308403,26.46536412,28.89637742,28.90879479,29.22230951,29.02979374
